,quarters,ratings,title_senti,pnc_senti,work_duration,current_employee,recommend,ceo_approval,business_outlook,recommend_minus,ceo_minus,business_minus,ceo_same,business_same,recommend_plus,ceo_plus,business_plus,*_*,authentic_self,balance_life,balance_work,balance_work-life,balance_work/life,benefit_great,care_take,career_growth,culture_open,fast_pace,food_free,great_perk,internal_tool,life_work,menlo_park,none_none,people_smart,performance_review,place_work,earnings,pred_column
11,Q12,0.7552447552447555,1.0,0.6978763395972746,0.7802205509651009,1,2,2,2,0.0,0.0,0.0,0.0,0.2729885057471264,1.0,1.0,1.0,0.2015527771247132,0.43177637721755374,0.18333333333333332,0.2333333333333333,0.22060221403151786,0.37285714285714283,0.4131646825396825,0.25247864190521213,0.27679968975131825,0.21237858967616166,0.23033650393328325,0.4534722222222223,0.37285714285714283,0.18061526942983555,0.2333333333333333,0.1394447312816674,0.27711340388007055,0.4534722222222223,0.17404958540472254,0.3,0.701,0.0
12,Q13,0.34857450242065674,0.19096007129349893,1.0,0.5709037899005188,1,2,2,2,0.4038461538461539,0.2692307692307693,0.20085470085470086,0.07692307692307693,0.5039787798408488,0.7670399221032131,0.20415800415800406,0.8811188811188811,0.3,0.3766666666666667,0.43333333333333335,0.43333333333333335,0.25,0.13094066272283636,0.4791666666666667,0.25247864190521213,0.27679968975131825,0.21237858967616166,0.23033650393328325,0.33777777777777773,0.524689364045044,0.18061526942983555,0.43333333333333335,-0.015909090909090914,0.27711340388007055,0.28373782928405905,0.5499999999999999,0.05000000000000002,0.512,0.0
13,Q14,0.6956521739130439,0.39986117424475115,0.8799433789842137,0.7414331845496935,1,2,2,2,0.30434782608695654,0.2028985507246377,0.07568438003220612,0.11594202898550725,0.33233383308345826,0.8244358833241606,0.5501762632197413,0.9644268774703558,0.2015527771247132,0.43177637721755374,0.37997178819444444,0.23207093253968253,-0.014288194444444449,0.038888888888888896,0.42180272108843536,0.048906250000000005,0.44999999999999996,0.39999999999999997,0.18,0.3162037037037037,0.6394444444444445,0.1194940476190476,0.2741344246031746,0.1394447312816674,0.27711340388007055,0.26888399146640907,0.17404958540472254,0.6309523809523809,0.719,1.0
14,Q15,0.5306458247634718,0.0,0.5172984380064682,0.5216008680903528,1,2,2,2,0.5147058823529412,0.6176470588235294,0.30718954248366015,0.058823529411764705,0.0,0.6437081161578555,0.4674880763116056,0.9144385026737969,-0.10833333333333332,0.27999999999999997,-0.049628787878787835,0.07053506493506496,0.30238095238095236,-0.09999999999999992,0.6059895833333333,0.29239583333333335,-0.07933333333333334,0.1915952380952381,0.23033650393328325,0.28230158730158733,0.5366666666666667,0.18061526942983555,-0.049628787878787835,0.25,0.27711340388007055,0.2957619047619048,0.17404958540472254,0.5533333333333333,0.896,1.0
15,Q16,0.7206910736322505,0.2888103984176323,0.9644466305654468,0.5809901794655682,1,2,2,2,0.2058823529411765,0.0,0.06143790849673202,0.0,0.38539553752535494,0.8574832464631423,0.6957074721780603,0.9112299465240642,0.1,0.34722222222222227,0.23194940476190476,0.21526662731208185,0.22060221403151786,0.06889880952380953,0.5442363453645922,0.25247864190521213,0.275,0.25683333333333336,0.363015873015873,0.3828333333333333,0.5528273809523809,0.18061526942983555,0.2839732142857143,0.06690963203463204,0.11383928571428574,0.2807559928733398,0.17404958540472254,0.6763153513153514,1.561,1.0
16,Q17,0.649085853905131,0.21049952848977155,0.8709675432491775,0.4602384411723723,1,2,2,2,0.29518072289156627,0.08433734939759037,0.0,0.1686746987951807,0.23680930619027835,0.6837730669513499,0.6052751546727451,0.9594742606790799,0.07043650793650795,0.43177637721755374,0.2666666666666667,0.1946098484848485,0.024074074074074053,0.055886363636363644,0.6566666666666667,0.0,0.27679968975131825,0.300651455026455,0.2340277777777778,0.35371693121693126,0.5336666666666667,0.18061526942983555,0.42500000000000004,0.1394447312816674,-0.125,0.22233766233766233,0.01428571428571429,0.388792119186856,1.738,1.0
17,Q18,0.7349891487822521,0.28732546696417255,0.5371652234073333,0.33647116323191173,1,2,2,2,0.1810344827586207,0.0,0.0,0.06896551724137931,0.11296076099881093,0.7911392405063291,0.6729729729729728,0.9404388714733543,-0.1,0.43177637721755374,0.2558080808080808,-0.2916666666666667,0.37777777777777777,0.13094066272283636,0.7000000000000001,0.30324074074074076,0.4,0.03809523809523809,0.23033650393328325,0.35791366074675407,0.8,0.075,0.125,0.1394447312816674,0.27711340388007055,0.27233441558441557,0.17404958540472254,0.1875,2.283,1.0
18,Q19,0.6139683101708423,0.2473826905261805,0.8364312034348416,0.46992929357354757,1,2,2,2,0.44303797468354433,0.0,0.0661040787623066,0.1518987341772152,0.3317328677433435,0.5910911712866529,0.3888470749230242,0.856156501726122,0.358,0.43177637721755374,0.10156250000000001,0.16279761904761905,0.12656250000000002,0.26319444444444445,0.5882142857142858,0.5800000000000001,0.27679968975131825,0.19305555555555556,0.0062500000000000056,0.5589795918367347,0.7666666666666667,0.10833333333333334,0.10156250000000001,0.1394447312816674,0.27711340388007055,0.25063752319109456,0.17404958540472254,0.4981818181818182,2.627,1.0
19,Q20,0.7755003617072589,0.29660141672594104,0.8367171198416817,0.7808863464504994,1,2,2,2,0.20114942528735633,0.2413793103448276,0.06002554278416347,0.04597701149425287,0.2635751089972255,0.7679324894514769,0.6828828828828828,0.877742946708464,0.2015527771247132,0.4666666666666667,0.22715986394557827,0.2187896825396826,0.0,0.13094066272283636,0.5939935064935066,0.16428571428571428,0.22121031746031744,0.24863333333333335,0.1298611111111111,0.3736904761904762,0.26766666666666666,-0.051851851851851864,0.24646258503401364,0.1394447312816674,0.27711340388007055,0.2884912761400857,0.16,0.4317571428571429,3.569,1.0
20,Q21,0.8744299179081786,0.40007002715087814,0.7902095308940646,0.46871376622423117,1,2,2,2,0.15217391304347827,0.050724637681159424,0.15136876006441224,0.14492753623188406,0.18990504747626186,0.8536965694368006,0.800078339208774,0.9565217391304348,0.2798809523809524,0.5,0.3662816909171076,0.3536227722082985,0.3445833333333333,0.2142857142857143,0.3835768398268398,0.1975,0.23593750000000002,0.262995670995671,0.23033650393328325,0.3292492015745692,0.487827380952381,0.30000000000000004,0.3990677146927147,0.46279761904761907,0.27711340388007055,0.303737654910449,0.3121296296296296,0.5075714285714286,3.064,0.0
21,Q22,0.8692203319068993,0.35434370953933386,0.800724979012302,0.5959825739263066,1,2,2,2,0.05223880597014926,0.10447761194029852,0.15588723051409617,0.05970149253731343,0.09778692743180648,0.8493293028528245,0.8455828963291648,0.960651289009498,0.32916666666666666,0.43177637721755374,0.3174335317460318,0.33533564814814815,0.375,-0.25,0.4256388888888889,0.25247864190521213,0.5217857142857143,0.35000000000000003,0.23033650393328325,0.35787037037037034,0.6114568302068303,0.18061526942983555,0.3425954861111111,0.1986111111111111,0.27711340388007055,0.33825932797361374,0.04489583333333333,0.46783730158730163,3.894,1.0
22,Q23,0.766993006993007,0.3530488838654991,0.7336433021206622,0.48841964020416573,1,2,2,2,0.28,0.14,0.052222222222222225,0.16,0.393103448275862,0.7779113924050634,0.7413513513513512,0.8945454545454545,0.5244897959183673,0.31499999999999995,0.18595238095238098,0.2632936507936508,0.4327891156462585,0.1,0.39593962585034015,0.15694444444444444,0.2985714285714286,0.1720436507936508,-0.01055555555555556,0.4158058608058608,0.4376190476190477,0.2675925925925926,0.2071215986394558,0.4058333333333334,0.0,0.27899581128747797,0.24166666666666667,0.4405555555555555,4.707,1.0
23,Q24,0.8727272727272726,0.4506937731443616,0.424233903706513,0.39814486575441166,1,2,2,2,0.2210526315789474,0.0,0.0,0.10526315789473684,0.27586206896551724,0.8724850099933379,0.891095305832148,0.9645933014354067,0.2015527771247132,0.7333333333333334,0.1587758537758538,0.21085918710918714,0.29583333333333334,0.2349537037037037,0.513245670995671,0.40714285714285714,0.6833333333333332,0.20517715419501134,0.11333333333333334,0.2743622448979592,0.48306475837088086,0.18061526942983555,0.12268257976591311,0.054675904452690174,0.27711340388007055,0.23908809523809524,0.6947530864197531,0.4767707292707293,4.269,0.0
24,Q25,0.6658558832471877,0.16970527169306018,0.6389955652207416,0.8422273953021744,1,2,2,2,0.15217391304347827,0.0,0.0,0.10869565217391304,0.1780359820089955,0.6927627958172813,0.6813748531139834,0.8774703557312253,-0.025462962962962958,0.425,0.23172077922077922,0.23375180375180374,0.06503703703703703,-0.053518518518518514,0.3545207486116577,0.1,0.27679968975131825,0.025000000000000022,0.23434523809523813,0.42371938775510204,0.4395266439909297,0.225,0.22786763741309193,0.5,0.27711340388007055,0.2678517831374974,0.025000000000000005,0.2522943722943723,4.988,1.0
25,Q26,0.6444121915820029,0.40394365746639893,0.4048371762070216,0.5715222185879514,1,2,2,2,0.2641509433962264,0.19811320754716982,0.0,0.16981132075471697,0.46356538711776185,0.7714353952710772,0.7234574196838348,0.8644939965694683,0.392369227994228,0.43177637721755374,0.08133333333333333,0.09972222222222223,0.4666666666666666,0.145,0.5674900793650794,0.1,0.3337777777777778,0.2073015873015873,0.28918518518518516,0.6200000000000001,0.5000340136054422,0.15555555555555556,0.05027777777777778,0.23,0.27711340388007055,0.3481959706959707,0.17404958540472254,0.3667478354978355,5.106,1.0
26,Q27,0.4853524853524854,0.39987246359102846,0.32560824089474166,0.8968151904488715,1,2,2,2,0.536036036036036,0.5045045045045046,0.47047047047047047,0.10810810810810811,0.2656104380242311,0.6180294218268902,0.6737764791818845,0.8255528255528256,0.32791666666666663,0.43177637721755374,0.27908163265306124,0.22829670329670326,0.30540259740259745,0.31011904761904757,0.43341641865079367,0.17916666666666667,0.49816468253968255,0.22009978075826292,0.3310750360750361,0.2790062830687831,0.49587053571428574,0.18061526942983555,0.2197172619047619,0.14415584415584418,0.611111111111111,0.3821103896103896,0.17777777777777778,0.24858974358974362,5.137,1.0
27,Q28,0.05534890641273618,0.15492115214659768,0.1802752104279432,0.49988191805508725,1,2,2,2,0.7819148936170213,0.6702127659574468,1.0,0.19148936170212766,0.41819515774027877,0.5059924589280906,0.5964347326049453,0.7079303675048356,0.08928571428571427,0.41785714285714287,0.2258724146224146,0.19386086136086136,0.39351851851851855,0.05416666666666667,0.4243206793206793,0.209375,0.33196205755029284,0.16975709475709477,0.23033650393328325,0.3025079365079365,0.499,0.23,0.15689857761286333,0.1394447312816674,0.27711340388007055,0.22120408163265307,-0.0537641723356009,0.40541847041847046,6.882,1.0
28,Q29,0.42753036437247005,0.3144733124135578,0.46855954575661135,1.0,1,2,2,2,0.5526315789473685,0.5157894736842105,0.3298245614035088,0.35789473684210527,1.0,0.5749500333111259,0.4917780938833569,0.6315789473684211,0.2015527771247132,0.43177637721755374,0.14928571428571433,0.11912202380952384,-0.5499999999999999,0.04362599206349207,0.5081197748459654,0.6500000000000001,-0.03214285714285715,0.14642857142857144,0.36,0.37359525312650316,0.500391156462585,0.3541666666666667,0.14642857142857144,0.6800000000000002,0.85,0.3801492819349962,-0.10555555555555546,0.44958889728731005,2.429,0.0
29,Q30,0.45066045066045046,0.46332925182882817,0.23721496019801697,0.7758376216500349,1,2,2,2,0.4537037037037037,0.7129629629629629,0.338477366255144,0.1111111111111111,0.24265644955300125,0.5887248007501172,0.6008508508508508,0.8080808080808081,0.18503339947089947,0.45,0.22884141156462587,0.20404614325068876,0.13511904761904764,0.47159090909090906,0.5164613095238095,0.3404040404040404,0.27679968975131825,0.25277777777777777,0.08041666666666666,0.22351388888888893,0.436489898989899,0.1967171717171717,0.20701905417814512,0.1394447312816674,0.4,0.20907440476190475,0.0175,0.4375,2.616,1.0
30,Q31,0.6460795841326819,0.6158594373191766,0.46796098251424384,0.8991730336273317,1,2,2,2,0.4026548672566372,0.49557522123893805,0.1848574237954769,0.17699115044247787,0.37686908758010373,0.624789963033494,0.5116957665630232,0.8109412711182623,0.07975625617072984,0.43177637721755374,0.1420952380952381,0.08924074074074073,-0.33583333333333326,0.35416666666666663,0.5214583333333334,0.14714285714285716,0.10683035714285713,0.0874429538715253,0.42404761904761906,0.3065477135298564,0.531420634920635,0.18061526942983555,0.359021164021164,0.11964285714285715,0.1,0.2197663727155354,0.045,0.2868469387755102,6.091,1.0
31,Q32,0.487078139252052,0.3197660847451385,0.502021479722934,0.6479962357256763,1,2,2,2,0.41847826086956524,0.07608695652173914,0.17028985507246377,0.41304347826086957,0.5341079460269865,0.6049807374793617,0.45646298472385427,0.7707509881422926,-0.028000000000000008,0.43177637721755374,0.1855224025974026,0.24775409709338284,0.5316666666666667,0.125,0.48381903450085273,-0.061507936507936505,0.13506613756613758,0.3666666666666667,0.23095238095238094,0.3095533254624164,0.8000000000000002,0.10370370370370373,0.1869597599370327,0.1394447312816674,0.0,0.42263492063492064,0.21874255952380953,0.3536111111111111,7.349,1.0
32,Q33,0.41820474607359864,0.26225107583414836,0.4922725531702972,0.759000764238895,1,2,2,2,0.48770491803278687,0.40163934426229514,0.3424408014571949,0.2459016393442623,0.3759185980780102,0.47042954969910783,0.4205139565795302,0.7690014903129657,0.244,0.43177637721755374,0.2769444444444445,0.3677954545454546,0.14292929292929293,0.3329389880952381,0.5110007923623996,0.48333333333333334,0.34601641414141415,0.21237858967616166,0.2604166666666667,0.3349383503401361,0.47126488095238095,0.19550595238095236,0.34444444444444444,-0.7,0.27711340388007055,0.36852380952380953,0.14930555555555555,0.2874298540965208,4.902,0.0
33,Q34,0.8751248751248752,0.6396307039345841,0.5146491674393141,0.4082399106691896,1,2,2,2,0.125,0.14285714285714285,0.13321995464852607,0.1326530612244898,0.31755805770584095,0.6703694135882202,0.42815774958632097,0.7903525046382189,0.199702380952381,0.5,0.2355379188712522,0.2614109347442681,0.43154761904761907,0.04100755857898715,0.5151481481481481,0.19632936507936508,0.0,0.19649999999999998,0.19265873015873014,0.23323809523809524,0.5388888888888889,0.025000000000000005,0.2970432617491441,-0.5,0.16904761904761903,0.3392157029478458,0.05416666666666667,0.5006904761904761,5.178,1.0
34,Q35,0.7068696009872485,0.5482057078270696,0.28519237990753327,0.6732742094718523,1,2,2,2,0.27450980392156865,0.19215686274509805,0.08191721132897603,0.24313725490196078,0.25693035835023664,0.4616033755274261,0.39141494435612084,0.7529411764705882,0.22061303940768226,0.5,0.37696442446442446,0.3337938483474197,0.3447433662016995,0.28627551020408165,0.4573880814952244,0.36907029478458053,0.3333333333333333,0.1816894595303686,0.22800000000000004,0.4405406960764104,0.5986406926406926,0.05312500000000002,0.33744324194324193,0.1394447312816674,0.25,0.21728678728678727,0.1777777777777778,0.33384242471093123,7.846,1.0
35,Q36,0.4426217849946666,0.38635016115823173,0.11769412454197048,0.8673653827577221,1,2,2,2,0.41525423728813565,0.37966101694915255,0.14161958568738228,0.18305084745762712,0.3553477498538866,0.13080883930487028,0.09984425103069168,0.5953775038520801,0.3970634920634921,0.35595238095238096,0.34065825249853027,0.351835533126294,0.2112222222222222,0.0267857142857143,0.4770318405139834,0.3125,0.4408757215007215,0.11077020202020202,0.23474747474747473,0.21932000000000001,0.39373960695389265,0.0,0.3852292529330573,0.0,0.08124999999999999,0.2261107436801881,0.2270833333333334,0.5683333333333334,11.22,1.0
36,Q37,0.39213368790833547,0.4094821353476424,0.15507734200004106,0.8815045862229878,1,2,2,2,0.350547730829421,0.46009389671361506,0.2124847852547383,0.22848200312989045,0.31784577194970587,0.1058318971494227,0.02585120331599201,0.5377720870678617,0.16980474386724387,0.425,0.2948429320344271,0.2583220046902898,0.2182905801209373,0.3294199781699782,0.45211905461541824,0.24674242424242424,0.1172173890923891,0.19653072937163846,0.09861904761904763,0.4000239748677249,0.45626126849341136,0.2098476415359532,0.2540195879247016,0.3806547619047619,0.2629444444444444,0.2503087285189558,0.25243055555555555,0.4146518652287883,9.497,0.0
37,Q38,0.5124810949222085,0.5519624399396619,0.0,0.9410013008426019,1,2,2,2,0.32226980728051396,0.37473233404710926,0.17891981917677852,0.19271948608137046,0.23849959388614042,0.10939744667010008,0.043683083511777215,0.5583025111933034,0.36209706959706967,0.39999999999999997,0.298314098324515,0.2244970318750807,0.12961760461760463,0.17916666666666667,0.5585965975896532,0.22222222222222224,0.24244107744107746,0.09266865079365079,0.10652364417989417,0.42082692307692304,0.4432721226142279,0.21666666666666667,0.30717546450104594,0.1394447312816674,0.3315641534391534,0.21829171075837742,0.24210813492063496,0.4092320011337868,10.39,1.0
38,Q39,0.5605691138832347,0.4458605754079902,0.17035948670129028,0.9705883613713869,1,2,2,2,0.29250720461095103,0.4236311239193084,0.18059558117195007,0.1729106628242075,0.2737752161383285,0.12723890125123116,0.10056858010748497,0.553314121037464,0.22852295918367344,0.3475000000000001,0.2637993751140303,0.32583113275613274,0.34747907647907644,-0.06705627705627706,0.37319743542759415,0.17222222222222225,0.12077627587831667,0.3399410430839002,0.21128543083900228,0.21386616161616162,0.476962962962963,0.10089156874871161,0.3419066697191697,0.1,0.5744444444444444,0.31496205148726153,0.10204986371653038,0.42706582633053225,9.194,0.0
39,Q40,0.22307473091172195,0.3429811655347797,0.07901264931131421,0.9080488130483845,1,2,2,2,0.6034482758620691,0.7241379310344828,0.37652385928248,0.1755485893416928,0.3902280834504378,0.0,0.0,0.48560843545169563,0.16469907407407408,0.5,0.3108046343537415,0.36305041152263373,0.24534435261707987,0.18004191575620146,0.43457040725714197,0.18571428571428572,0.29570256022636976,0.20493506493506491,0.41369047619047616,0.3165436507936508,0.4049311997526283,0.4225,0.35534205693296605,0.1394447312816674,0.5375,0.2075861843655211,0.10370370370370369,0.4617013888888889,10.28,1.0
