,quarters,ratings,title_senti,pnc_senti,work_duration,current_employee,recommend,ceo_approval,business_outlook,recommend_minus,ceo_minus,business_minus,ceo_same,business_same,recommend_plus,ceo_plus,business_plus,*_*,area_bay,balance_life,balance_work,balance_work-life,balance_work/life,benefit_great,cereal_free,change_world,cut_edge,day_week,elon_musk,end_quarter,fast_pace,hour_long,life_work,management_upper,none_none,option_stock,“_”,earnings,pred_column
14,Q15,0.5352941176470588,0.32712727272727266,0.6503626943005182,0.511715074657394,1,2,2,2,0.33818181818181825,0.24000000000000002,0.2,0.24000000000000002,0.68,0.5333333333333333,0.29279999999999995,0.6133333333333333,0.13887479836631622,-0.0625,0.3013888888888889,0.2794034090909091,0.34229797979797977,-0.0625,0.5583333333333333,0.2940714285714286,0.32828703703703704,-0.3975,0.18333333333333335,-0.05,0.0,0.2333333333333333,0.2262878787878788,0.11354166666666668,0.13333333333333336,0.29583333333333334,0.21878545855220488,0.28192842122604034,-229.86,0.0
15,Q16,0.5833333333333335,0.15121212121212116,0.5859240069084625,0.6483591992227445,1,2,2,2,0.3106060606060607,0.20833333333333334,0.375,0.10416666666666667,0.5416666666666667,0.5555555555555557,0.46796296296296286,0.5972222222222222,0.13887479836631622,0.07380952380952381,0.31348928270803267,0.13845417396756685,0.5380952380952381,0.18579717851592853,0.5236321548821549,0.4,0.25952380952380955,-0.13569444444444445,0.11280389759572089,0.1941266575217193,0.0062500000000000056,0.375,0.04277777777777777,0.43273792613636364,-0.029377289377289378,0.7,-0.1875,0.28192842122604034,-320.4,0.0
16,Q17,0.6925133689839574,0.3335537190082645,0.6118699952896843,0.5450431395154239,1,2,2,2,0.10330578512396696,0.13636363636363638,0.2272727272727273,0.15909090909090912,0.40909090909090906,0.6969696969696969,0.4195959595959596,0.6212121212121212,0.4000000000000001,0.09412878787878787,0.17791303992632693,-0.16773809523809524,-0.190625,0.20309523809523808,0.46131313131313134,0.4,-0.25625,-0.3625,0.11280389759572089,0.0,0.10473841243632911,0.2738069507146293,0.12930254930254934,0.17145833333333335,0.0,0.11742424242424243,0.7,0.28192842122604034,-282.27,1.0
17,Q18,0.44427244582043346,0.10775119617224886,0.42268884646850263,0.5471251251466769,1,2,2,2,0.39712918660287083,0.15789473684210525,0.3157894736842105,0.18421052631578946,0.8421052631578947,0.45614035087719296,0.35380116959064317,0.49122807017543857,0.13887479836631622,0.1361111111111111,0.01899801587301588,0.01899801587301588,0.18435184778727512,0.07558115366972498,0.7022727272727273,0.2842358703627099,0.10200000000000001,-0.16413470340889696,0.09999999999999999,0.1941266575217193,0.10473841243632911,0.2738069507146293,0.11344444444444443,-0.05514455782312925,0.08218691669546273,0.15138888888888888,0.25,0.28192842122604034,-293.19,0.0
18,Q19,0.5692041522491351,0.26254545454545447,0.45315452605912837,0.7125347418574708,1,2,2,2,0.3561497326203209,0.21176470588235294,0.4235294117647059,0.22941176470588237,0.6705882352941177,0.5568627450980393,0.46266666666666656,0.5647058823529412,0.0674107142857143,0.19653093434343433,-0.03749999999999998,-0.004925595238095223,0.16861111111111113,0.08705853174603176,0.34173941798941804,0.28742187500000005,0.2988888888888889,-0.26666666666666666,0.11280389759572089,0.0,0.10473841243632911,0.0774074074074074,0.04926406926406926,0.18930272108843535,-0.0875,0.1716041781450872,0.21000000000000005,0.28192842122604034,21.88,1.0
19,Q20,0.4193899782135078,0.20377104377104382,0.5691805795432741,0.6310424763073563,1,2,2,2,0.292929292929293,0.25925925925925924,0.37037037037037035,0.14814814814814814,0.6666666666666666,0.41975308641975306,0.5270781893004115,0.4444444444444444,0.19638214285714287,-0.05303030303030303,0.16857142857142857,0.10659863945578231,0.0025000000000000022,0.11222222222222222,0.6159036796536796,0.13958333333333334,0.07777777777777778,-0.09116161616161615,-0.15000000000000002,0.10945238095238095,0.13750000000000004,0.34833333333333333,-0.05601414141414142,0.17450396825396827,0.055313131313131314,0.1716041781450872,0.21878545855220488,0.1125,-121.34,0.0
20,Q21,0.6600346020761246,0.23058823529411768,0.6034745504419382,0.6565128198958042,1,2,2,2,0.14839572192513373,0.22058823529411767,0.17647058823529413,0.08823529411764706,0.3088235294117647,0.6862745098039217,0.6316666666666666,0.6764705882352942,0.13887479836631622,0.10052083333333332,0.34577380952380954,0.21154040404040408,0.011250000000000038,0.10312500000000002,0.6833333333333333,0.05000000000000001,-0.017499999999999995,0.015000000000000027,0.16666666666666669,-0.03657407407407407,0.10473841243632911,0.5299999999999999,0.06053099017384732,0.032499999999999994,0.08218691669546273,0.1716041781450872,0.21878545855220488,0.28192842122604034,-330.28,0.0
21,Q22,0.4247952345495162,0.26922899884925194,0.5196432085000328,0.764335656640715,1,2,2,2,0.4039125431530496,0.189873417721519,0.49367088607594933,0.2278481012658228,0.5316455696202532,0.37130801687763715,0.5337552742616033,0.5189873417721519,0.13887479836631622,-0.017857142857142863,0.1605530753968254,0.1861011904761905,0.18435184778727512,0.15833333333333333,0.49245580808080813,0.3140476190476191,0.14941666666666667,-0.29999999999999993,-0.23333333333333336,0.15684523809523812,0.10473841243632911,0.2738069507146293,0.06885714285714287,0.11344246031746033,0.027777777777777783,0.1,0.23449074074074072,0.10466269841269842,-336.4,0.0
22,Q23,0.36814556331007,0.25873651771956857,0.22262228857469035,0.677288993624567,1,2,2,2,0.3906009244992297,0.2542372881355932,0.5593220338983051,0.2542372881355932,0.6864406779661018,0.5028248587570622,0.5005649717514123,0.4745762711864407,0.13887479836631622,0.0,0.08333333333333333,0.10814814814814815,0.2564814814814815,0.35,0.6015625,0.2,0.003835227272727275,-0.16413470340889696,-0.07291666666666667,0.6000000000000001,-0.02331973581973582,0.17481481481481484,0.11178571428571428,0.10236661486661486,0.0802721088435374,0.053125000000000006,0.1375,0.28192842122604034,-619.38,0.0
23,Q24,0.31777493606138113,0.15636363636363615,0.5403243973867988,0.6965481515736301,1,2,2,2,0.5434782608695653,0.6304347826086957,0.8695652173913044,0.1847826086956522,0.47826086956521735,0.318840579710145,0.37009661835748786,0.4420289855072464,-0.020833333333333336,-0.6,-0.009932012432012433,0.005605054667554669,0.4375,0.18196924603174602,0.6138352916924346,0.25,0.09999999999999999,0.12611111111111112,0.3317857142857143,0.5,0.10473841243632911,0.2738069507146293,0.056805555555555554,0.004699786324786323,0.01145833333333332,0.33333333333333337,0.3125,0.107312925170068,-675.95,0.0
24,Q25,0.4480968858131488,0.24221033868092695,0.5038098140810734,0.6925044818500111,1,2,2,2,0.4884135472370768,0.23529411764705882,0.5882352941176471,0.2058823529411765,0.5098039215686275,0.3137254901960784,0.5474074074074073,0.5032679738562091,0.34090909090909083,0.19749999999999998,0.17661753590325022,0.1838756613756614,0.29714285714285715,0.13611111111111113,0.42464081101190476,0.19081632653061226,0.242010101010101,-0.31214285714285717,0.06415816326530613,0.49583333333333335,0.0,0.20833333333333334,0.1482685185185185,0.13019510582010582,0.08218691669546273,0.0,0.21878545855220488,0.28192842122604034,-709.55,0.0
25,Q26,0.39471712251779695,0.202455124493341,0.37206692848420814,0.6175406117724304,1,-1,2,2,0.5662999420961206,0.4968152866242038,0.7070063694267517,0.2197452229299363,0.7070063694267517,0.13588110403397036,0.2867940552016985,0.36942675159235666,0.13887479836631622,0.16035714285714286,0.21134568380492294,0.18208383655394525,0.12075538548752832,0.14250000000000002,0.4856547619047619,0.325,0.06060846560846562,-0.36666666666666664,0.01011111111111111,0.1941266575217193,0.10473841243632911,0.26621212121212123,0.03869680239245456,0.18428853163648712,0.15208333333333335,0.0,-0.00416666666666667,0.15416666666666667,-717.54,0.0
26,Q27,0.4310344827586209,0.258396775638155,0.43745373797187276,0.807776858071855,1,2,2,2,0.40438871473354243,0.6354679802955665,0.665024630541872,0.2512315270935961,0.665024630541872,0.3185550082101807,0.223415435139573,0.39408866995073893,0.13887479836631622,0.24166666666666667,0.23887957677243388,0.24319405825655824,0.09866666666666665,0.13013668430335099,0.40059830876795166,0.3466666666666667,0.1929232804232804,-0.26904761904761904,-0.07541005291005291,-0.006418871252204583,-0.17833333333333334,0.2610891439909297,0.09416501322751321,0.27280768259518257,0.0588888888888889,0.0,0.6,0.28192842122604034,311.0,1.0
27,Q28,0.5060066280033141,0.09623559539052497,0.45559366562066717,0.5791520703274665,1,2,2,2,0.25160051216389256,0.4859154929577465,0.528169014084507,0.13732394366197184,0.4647887323943662,0.4460093896713616,0.36708920187793426,0.44366197183098594,0.13666666666666666,0.7,0.29055714285714285,0.3040562770562771,-0.07142857142857141,0.475,0.4429159779614325,0.38106060606060604,0.08125,-0.16413470340889696,0.27777777777777773,0.15000000000000002,-0.022222222222222223,0.21880681818181819,0.09157204700061843,0.24164529712711533,0.03941919191919192,0.1716041781450872,-0.034895833333333334,0.17509259259259258,140.0,0.0
28,Q29,0.3651849880223583,0.3021143562320031,0.4222915152509792,0.8074660170722159,0,-1,2,2,0.565199506375977,0.8552036199095022,0.8009049773755657,0.3733031674208145,0.6787330316742082,0.12971342383107087,0.0,0.3212669683257919,0.13887479836631622,-0.02027777777777779,0.07030994152046784,0.15001554232804235,0.2251438492063492,0.6555555555555556,0.44952166158671264,0.16233560090702948,0.1732828282828283,0.06901515151515153,0.28744520030234316,0.3034722222222222,-0.03766666666666666,0.27699999999999997,0.14112554112554113,0.08869684320008996,0.07966666666666669,0.0,0.04523809523809525,0.11474358974358975,-702.0,0.0
29,Q30,0.3235294117647061,0.30124098124098153,0.33637634673904077,1.0,0,-1,2,-1,0.6060606060606061,0.7936507936507936,0.9365079365079365,0.3253968253968254,0.7301587301587301,0.14814814814814814,0.11132275132275125,0.2804232804232804,0.1703125,0.04416666666666665,0.16126984126984126,0.16960317460317462,0.2625,0.3682539682539683,0.4942769607843137,0.38,0.0,-0.19166666666666665,0.040625,0.11333333333333334,-0.03089506172839507,0.21166666666666667,-0.125,0.17304431216931218,0.08166666666666669,0.1716041781450872,0.21878545855220488,0.2280092592592593,-408.0,1.0
30,Q31,0.28944636678200697,0.33685561497326233,0.32093873818957636,0.9454098636795689,0,-1,2,2,0.5133689839572193,0.5823529411764706,0.7941176470588236,0.34411764705882353,0.6352941176470589,0.1098039215686275,0.11599999999999999,0.27647058823529413,-0.040277777777777794,0.17125000000000004,-0.020312499999999997,0.10317965367965366,0.0975,0.49957142857142856,0.4995568783068784,0.194,0.0,-0.09583333333333334,0.07666666666666667,0.35,0.25,0.35555555555555557,-0.10083333333333333,0.0984375,0.1032217011383678,0.04583333333333334,0.20277777777777778,0.6125,143.0,1.0
31,Q32,0.45751633986928114,0.39765656565656576,0.37006332757628085,0.8269942728574351,1,2,2,2,0.25050505050505056,0.35555555555555557,0.6222222222222222,0.35555555555555557,0.5777777777777778,0.3111111111111111,0.1705679012345679,0.37037037037037035,0.13887479836631622,0.5,0.19805555555555554,0.19363095238095238,0.2,0.0,0.5233630952380952,0.4,0.35,0.10333333333333332,0.25000000000000006,0.0,-0.06505208333333333,0.2738069507146293,0.15133658008658007,0.1592361111111111,0.08218691669546273,0.0,0.21878545855220488,0.175,105.0,0.0
32,Q33,0.6142440447253282,0.49385424492862534,0.36701922665182196,0.7853314659828354,0,2,2,2,0.16904583020285505,0.34710743801652894,0.3223140495867769,0.23553719008264465,0.5206611570247934,0.3911845730027549,0.2207162534435261,0.4628099173553719,-0.15555555555555556,-0.15,0.11041666666666666,0.07708333333333334,0.18435184778727512,0.07558115366972498,0.51875,0.2842358703627099,0.12269413936543566,-0.16413470340889696,0.11280389759572089,0.8,0.10473841243632911,0.125,0.2697685185185185,0.22142857142857145,-0.013888888888888888,0.050000000000000044,0.19907407407407407,0.28192842122604034,16.0,0.0
33,Q34,0.6176470588235294,0.35184573002754815,0.3853038153556288,0.7462206437456999,0,2,2,2,0.24793388429752067,0.30303030303030304,0.30303030303030304,0.21212121212121213,0.393939393939394,0.3030303030303031,0.10707070707070701,0.5252525252525253,0.13887479836631622,0.1065920631121524,0.08583333333333332,0.16896825396825396,0.5057142857142857,0.19305555555555554,0.4505555555555556,0.2842358703627099,0.12269413936543566,-0.19285714285714284,0.16666666666666666,0.5,0.09166666666666666,0.5,0.2248299319727891,0.2105,0.06944444444444443,0.0,0.23303571428571426,0.28192842122604034,104.0,1.0
34,Q35,0.7155255544840887,0.52929955290611,0.47744839887879054,0.909407284335192,0,2,2,2,0.2071535022354695,0.26229508196721313,0.2459016393442623,0.22950819672131148,0.4262295081967213,0.2404371584699454,0.16269581056466295,0.45901639344262296,0.13887479836631622,-0.39375000000000004,0.2099537037037037,0.27900641025641026,0.5,0.4013888888888889,0.642888888888889,0.2842358703627099,0.12269413936543566,-0.19999999999999998,0.35,0.0,0.35000000000000003,0.13265993265993267,0.171875,0.2099537037037037,0.3555555555555556,0.675,0.6166666666666667,0.28192842122604034,300.0,1.0
35,Q36,0.7014647756335736,0.48231404958677604,0.411456306702984,0.7201474512841197,1,2,0,2,0.07438016528925624,0.2608695652173913,0.2964426877470356,0.1600790513833992,0.3201581027667984,0.25823451910408435,0.09154150197628455,0.4150197628458498,0.2520833333333333,0.1115625,0.4222222222222223,0.34381944444444446,0.3075,0.0,0.40730392156862744,0.2842358703627099,0.53125,-0.13333333333333333,-0.05,0.3833333333333333,0.15937500000000002,0.27174242424242423,0.14214614970567352,0.4002525252525253,0.17837962962962964,0.2791666666666667,0.2557133838383839,1.0,301.0,1.0
36,Q37,0.7637177400604511,0.5217678763923824,0.4296115013618958,0.7937271154814819,0,2,2,2,0.12342795544376575,0.18972332015810275,0.18972332015810275,0.174901185770751,0.36758893280632415,0.3056653491436101,0.22839262187088274,0.48023715415019763,0.13887479836631622,0.42954545454545456,0.1582034632034632,0.16281358559136336,0.28080808080808084,-0.016666666666666663,0.5139152359985694,0.35000000000000003,0.18655555555555553,-0.25,0.17532142857142857,0.3666666666666667,0.5,0.1794805194805195,0.1285899580217762,0.14057859703020992,0.075,0.1816574839302112,0.1826190476190476,0.7,438.0,1.0
37,Q38,0.6426354182834085,0.48897097625329805,0.40033084063597935,0.8139693275140867,1,2,2,2,0.1755816742624131,0.316622691292876,0.3324538258575198,0.1741424802110818,0.3324538258575198,0.22515391380826744,0.16420404573438868,0.42480211081794195,0.13887479836631622,0.0593846153846154,0.2765731721981722,0.31565599605073286,0.035307539682539676,-0.4274285714285715,0.4753507070707071,0.3916666666666667,0.4444444444444444,-0.26666666666666666,0.22854864433811806,0.10714285714285714,0.7,0.29859894867037723,0.21258333333333335,0.3071482683982684,0.10666666666666666,-0.025000000000000022,0.1057588141025641,0.05613756613756613,1142.0,1.0
38,Q39,0.5777473780209759,0.42449612403100745,0.34152709161746403,0.8279371821887797,1,2,0,2,0.23044397463002125,0.4031007751937985,0.36434108527131787,0.15116279069767444,0.32558139534883723,0.1188630490956073,0.08249784668389314,0.3953488372093023,0.0725,0.20897727272727273,0.22194582336095714,0.19184803773023743,0.03738662131519274,0.02852272727272727,0.5040916745799987,0.3,-0.1,-0.16413470340889696,0.1238888888888889,0.2,0.22772727272727272,0.1736174242424242,0.16988750713454853,0.25856894537086844,0.034999999999999996,0.017897727272727267,0.2634247046356421,0.3464285714285714,1618.0,1.0
39,Q40,0.5637713029136888,0.3713508920985554,0.4168805384727141,0.7502996427226482,1,2,2,2,0.2387425658453696,0.36448598130841126,0.4205607476635514,0.12149532710280374,0.2710280373831776,0.14953271028037385,0.18301142263759082,0.40809968847352024,0.3735085227272727,0.35,0.2680952380952381,0.2637130407718643,-0.1418981481481481,-0.1722222222222222,0.4395624098124098,0.3755555555555556,0.12269413936543566,-0.6,0.032,0.135,-0.05,0.2522858796296296,0.1474486461251167,0.21277380952380956,0.11666666666666665,0.271875,0.3596139971139971,0.24177721088435375,2321.0,1.0
